menu_id,name,provider_id,position
1000762,Pastries,1000018,1
1000763,Cold Beverages,1000031,1
1000764,Classic Sandwiches,1000080,1
1000765,Picked for you,1000105,1
1000766,Meal Bundles,1000097,1
1000767,Meal Bundles,1000098,1
1000768,Picked for you,1000033,1
1000769,Sides and Extras,1000103,1
1000770,Classic Pizzas,1000053,1
1000771,Comfort Foods,1000103,1
1000772,Kids Meals,1000094,1
1000773,Roast Beef,1000008,1
1000774,Picked for you,1000104,1
1000775,Beverages,1000104,1
1000776,Picked for you,1000103,1
1000777,Picked for you,1000023,1
1000778,Sandwiches,1000029,1
1000779,Salads,1000028,1
1000780,Wraps,1000028,1
1000781,Cold Drinks,1000067,1
1000782,Bottle or canned beverage 瓶或罐装饮料,1000086,1
1000783,Beverages,1000024,1
1000784,Beverages,1000006,1
1000785,Drinks,1000089,1
1000786,Refresh Smoothies,1000012,1
1000787,Tasty Milk Tea,1000019,1
1000788,Snacks,1000028,1
1000789,Rice,1000084,1
1000790,Juice,1000066,1
1000791,Smoothies,1000030,1
1000792,12 Pack of Pop Case (355ml) and (12 pcs),1000079,1
1000793,Cold Beverages,1000103,1
1000794,Cold Stuff,1000049,1
1000795,Bento,1000070,1
1000796,Family Feast,1000042,1
1000797,"Bundles, Deals, and Combos",1000020,1
1000798,Combo,1000064,1
1000799,Half & Half,1000059,1
1000800,Pastry and Cupcakes,1000079,1
1000801,Milk Shakes and Protein Milk,1000079,1
1000802,Gummies and Licorice,1000079,1
1000803,Nuts and Seeds,1000079,1
1000804,Salads,1000001,1
1000805,Frozen Meat & Fish,1000089,1
1000806,Sashimi A La Carte,1000002,1
1000807,Sushi A La Carte,1000002,1
1000808,Sushi Rolls,1000016,1
1000809,"Cookies, Crackers, and Munchies",1000020,1
1000810,Juices,1000101,1
1000811,Party Trays,1000024,1
1000812,Drinks,1000004,1
1000813,Floats,1000081,1
1000814,Pasta,1000084,1
1000815,Classic Omelettes,1000080,1
1000816,Feature Flavour,1000081,1
1000817,Snacks,1000043,1
1000818,Appetizer 前菜,1000086,1
1000819,Bento Box,1000073,1
1000820,Sashimi Combos,1000073,1
1000821,Sushi Combos,1000073,1
1000822,Dessert,1000091,1
1000823,Mains,1000041,1
1000824,Custom,1000028,1
1000825,Ice Cream Treats,1000045,1
1000826,Bread and Tortillas,1000079,1
1000827,Dim Sum,1000006,1
1000828,Dim sum,1000066,1
1000829,Picked for you,1000006,1
1000830,DIY Poutine,1000071,1
1000831,Boring Bevvies,1000105,1
1000832,Free With CA$30 Purchase (Add to cart),1000055,1
1000833,Waffle Bowls,1000045,1
1000834,Water,1000014,1
1000835,Beverages / Boissons,1000102,1
1000836,Whole Bean,1000075,1
1000837,Dessert,1000093,1
1000838,Mains,1000072,1
1000839,Craft Beer,1000033,1
1000840,Mains,1000010,1
1000841,Chips Dip,1000079,1
1000842,White Wines,1000095,1
1000843,Combination,1000101,1
1000844,Burgers,1000087,1
1000845,Burgers and Dogs,1000104,1
1000846,Combos,1000071,1
1000847,Battery,1000079,1
1000848,Condiments,1000024,1
1000849,Breakfast,1000077,1
1000850,Tasty Scramblers,1000021,1
1000851,Grilled Fresh Breakfast,1000012,1
1000852,Vegetarian Dishes,1000052,1
1000853,Mouth Watering Benedicts,1000021,1
1000854,Eggs Benedict,1000029,1
1000855,Picked for you,1000029,1
1000856,World's Best Burgers - Top Ten Favs,1000096,1
1000857,Chicken Soldiers,1000023,1
1000858,Sausage Soldiers,1000023,1
1000859,Fish and Chip Dinners,1000094,1
1000860,Gum and Mints,1000020,1
1000861,Gum or Mints,1000072,1
1000862,"Rolling Paper, Raw, and Juicy Jay Papers",1000079,1
1000863,Breakfast,1000074,1
1000864,Sides,1000106,1
1000865,Pita Grilled Cheese,1000052,1
1000866,Sides,1000052,1
1000867,Side Dishes/Extras,1000015,1
1000868,Featured Items,1000024,1
1000869,Frozen Dim Sum,1000006,1
1000870,Sides,1000057,1
1000871,Family Packs,1000104,1
1000872,Wedges & Rings,1000106,1
1000873,Picked for you,1000097,1
1000874,Picked for you,1000098,1
1000875,Veggie Soldiers,1000023,1
1000876,Traditional Plates,1000017,1
1000877,Salads,1000017,1
1000878,Seasonal Specials,1000088,1
1000879,Cooked Seafood,1000100,1
1000880,Other Combos,1000034,1
1000881,Seafood Specialties,1000038,1
1000882,Dinner Entrees,1000029,1
1000883,Karahi Specialties,1000038,1
1000884,Speciality Rolls,1000024,1
1000885,Mains,1000011,1
1000886,Home Made Perogies,1000008,1
1000887,Deli,1000056,1
1000888,Drinks,1000091,1
1000889,Flatbreads,1000018,1
1000890,Footlong Combos,1000077,1
1000891,Footlong Subs,1000077,1
1000892,Picked for you,1000077,1
1000893,"Spices and Condiments (Ketchup, Mayonnaise, and Mustard)",1000079,1
1000894,Sides,1000008,1
1000895,Featured Products,1000018,1
1000896,Side Orders,1000010,1
1000897,Toasty Toast,1000021,1
1000898,French Toast,1000029,1
1000899,Hot Drinks,1000080,1
1000900,Picked for you,1000067,1
1000901,Additions,1000088,1
1000902,Fresh Fruit Tea (书亦－鲜果鲜茶),1000069,1
1000903,Fresh Milk Series,1000030,1
1000904,Lunch,1000049,1
1000905,Fresh Juices,1000080,1
1000906,Picked for you,1000053,1
1000907,Picked for you,1000084,1
1000908,Meal,1000015,1
1000909,Rice Dishes,1000015,1
1000910,Snacks,1000004,1
1000911,Yam,1000084,1
1000912,Tex-Mex,1000004,1
1000913,Chips,1000014,1
1000914,Picked for you,1000014,1
1000915,Ice Creams,1000072,1
1000916,PROMOS & SPECIALS,1000067,1
1000917,"""Slow Roasted"" Baby Back Ribs",1000092,1
1000918,Salades / Salads,1000102,1
1000919,Picked for you,1000012,1
1000920,Dessert,1000088,1
1000921,Desserts,1000039,1
1000922,Sports Drinks,1000035,1
1000923,Sides,1000017,1
1000924,Beverage,1000014,1
1000925,"Gatorade, Powerade, and Vitamin Water",1000079,1
1000926,Bubble Tea 奶茶,1000086,1
1000927,Limited Time Items,1000074,1
1000928,Steak Soldiers,1000023,1
1000929,Thai Dishes,1000066,1
1000930,Cooked Goat,1000100,1
1000931,Soups,1000084,1
1000932,Rich Cream(书亦－厚乳系列),1000069,1
1000933,Vegetarian Dishes,1000101,1
1000934,Sandwiches,1000079,1
1000935,Beef,1000101,1
1000936,Buns & Rolls,1000018,1
1000937,Fresh Green Tea,1000065,1
1000938,Ice Crush,1000065,1
1000939,Cold Drinks,1000027,1
1000940,Yakult,1000019,1
1000941,Picked for you,1000072,1
1000942,Yogurt Drinks 养乐多,1000086,1
1000943,Tandoori Dishes,1000068,1
1000944,Others,1000100,1
1000945,Dessert,1000066,1
1000946,Desserts,1000038,1
1000947,Healthy To Go,1000000,1
1000948,Hand Rolls,1000006,1
1000949,Seafood Soup,1000066,1
1000950,Rice Hakka chinese,1000038,1
1000951,Noodles Hakka Chinese,1000038,1
1000952,Chicken Hakka Chinese,1000038,1
1000953,Vegetables Hakka Chinese,1000038,1
1000954,Half & Half,1000057,1
1000955,Happy Meals,1000048,1
1000956,Poutine,1000088,1
1000957,"Cookies, Crackers, and Munchies",1000072,1
1000958,Superfood+ Smoothies,1000012,1
1000959,Pho - Beef Noodle Soup,1000066,1
1000960,Dessert,1000023,1
1000961,Sides,1000074,1
1000962,Creative Mix Series,1000030,1
1000963,House Special,1000065,1
1000964,Fall-off-the-Bone-Ribs,1000051,1
1000965,Hot Drinks,1000049,1
1000966,Beef Jerky (Meat Sticks),1000079,1
1000967,Salads,1000080,1
1000968,Appetizers,1000057,1
1000969,Party Pack,1000045,1
1000970,Soft Drinks,1000066,1
1000971,Iced Teas,1000075,1
1000972,Fruit Drinks 果饮,1000086,1
1000973,Cold Coffees,1000075,1
1000974,Beverages,1000101,1
1000975,Classic Soldiers,1000023,1
1000976,JR Shawarma,1000057,1
1000977,Jamaican Beef Patty,1000099,1
1000978,Snacks,1000084,1
1000979,Cold Coffee & Iced Tea,1000035,1
1000980,Vegetarian Ramen,1000040,1
1000981,"""MVP"" Sandwiches",1000092,1
1000982,Picked for you,1000001,1
1000983,Kids,1000034,1
1000984,Beverages,1000002,1
1000985,Incense Sticks,1000079,1
1000986,Condoms,1000079,1
1000987,Japanese Tacos,1000006,1
1000988,Salads,1000087,1
1000989,Spicy Ramen,1000040,1
1000990,Picked for you,1000054,1
1000991,"The Soup, Salads and Starters",1000054,1
1000992,Ice Cream,1000014,1
1000993,Desserts,1000010,1
1000994,Kids Menu,1000028,1
1000995,Kids,1000088,1
1000996,Kids,1000039,1
1000997,Kid Meals,1000064,1
1000998,Kids' Pak Meal,1000077,1
1000999,Repas pour enfants / Kid's Meals,1000102,1
1001000,Salad,1000066,1
1001001,Kenzo Favourites,1000040,1
1001002,Picked for you,1000063,1
1001003,Drinks,1000015,1
1001004,Cold Drinks,1000017,1
1001005,Drinks,1000058,1
1001006,Cooked Lamb,1000100,1
1001007,Slushie’s,1000035,1
1001008,Poutine Combos,1000034,1
1001009,Fries,1000087,1
1001010,Light Breakfast,1000080,1
1001011,Frozen Food,1000014,1
1001012,Soups,1000042,1
1001013,Salads,1000043,1
1001014,Love Boats,1000002,1
1001015,Maki Rolls,1000024,1
1001016,Maki Rolls,1000006,1
1001017,Dinner for Two,1000010,1
1001018,Sides,1000091,1
1001019,Picked for you,1000096,1
1001020,Picked for you,1000065,1
1001021,Real Fruit Smoothies,1000064,1
1001022,Teaffogato,1000030,1
1001023,Snacks,1000049,1
1001024,Dessert,1000070,1
1001025,Wine,1000088,1
1001026,Frozen Cake and Cheesecake,1000079,1
1001027,Medicine,1000014,1
1001028,Cakes,1000022,1
1001029,Cakes,1000072,1
1001030,Cakes,1000020,1
1001031,New Items!,1000029,1
1001032,Snacks,1000015,1
1001033,Hot Drinks,1000048,1
1001034,Hot Drinks,1000047,1
1001035,The Mini Menu - For Children 10 Years Old and Under,1000105,1
1001036,Mini Pizzas,1000018,1
1001037,Single Ramen,1000040,1
1001038,Mixes,1000062,1
1001039,Appetizer,1000038,1
1001040,Gum,1000014,1
1001041,Energy Drinks,1000035,1
1001042,Classics,1000043,1
1001043,Japanese Udon Soup,1000006,1
1001044,Pan Fried Udon,1000006,1
1001045,Better for you Beverage,1000035,1
1001046,Refreshing Beverages,1000095,1
1001047,Combination Thali Specials,1000010,1
1001048,Picked for you,1000083,1
1001049,Signature Food 推薦主食,1000083,1
1001050,Cor-Bun,1000059,1
1001051,Sushi Pizza,1000024,1
1001052,Sushi Pizza,1000006,1
1001053,Cream Liquor,1000095,1
1001054,Picked for you,1000078,1
1001055,Delight from Tandoor Clay Oven,1000050,1
1001056,Eggs Benedict,1000074,1
1001057,Picked for you,1000095,1
1001058,Rose,1000095,1
1001059,Popular Pairs,1000069,1
1001060,Hot Dishes 四川特色小炒,1000083,1
1001061,Fruits & Vegetables,1000020,1
1001062,Dessert,1000001,1
1001063,Japanese Rice,1000006,1
1001064,Cold Cups,1000075,1
1001065,Rice Bowl,1000016,1
1001066,Soup and Salad,1000006,1
1001067,Soup,1000066,1
1001068,SAJ Shawarma Wraps,1000057,1
1001069,Special Maki,1000006,1
1001070,Blowtorch & Deep Fried Rolls,1000024,1
1001071,Sushi,1000024,1
1001072,Fox Famous Wings & Nachos,1000026,1
1001073,Scones,1000018,1
1001074,Popsicle,1000014,1
1001075,Rice Sizzlers,1000038,1
1001076,The Sweet Stuff,1000051,1
1001077,Sparkling Wine,1000095,1
1001078,Tumblers,1000075,1
1001079,Water Bottles,1000075,1
1001080,3rd Quarter Sizzlers,1000092,1
1001081,Other,1000075,1
1001082,Hot Beverages,1000013,1
1001083,Beverages,1000040,1
1001084,Seasonings,1000084,1
1001085,Steaks,1000084,1
1001086,Entree,1000006,1
1001087,Brewed Tea Series,1000030,1
1001088,Teavana Tea,1000075,1
1001089,Salads,1000091,1
1001090,Burgers,1000105,1
1001091,Animal-Friendly Brgrs,1000033,1
1001092,Sweet Tooth Pankcakes,1000021,1
1001093,Milk Series,1000019,1
1001094,Tiramisu,1000059,1
1001095,Torched Sushi,1000006,1
1001096,Starters and Poutines,1000096,1
1001097,The Ethiopian Coffee Ceremony,1000101,1
1001098,Mains,1000022,1
1001099,Case Sales,1000095,1
1001100,Alcoholic Beverages,1000091,1
1001101,Eggs Crackin',1000029,1
1001102,Cutlery,1000039,1
1001103,Vegetarian Maki Rolls,1000024,1
1001104,Vegetable Noodle Soup (Vegan Soup),1000066,1
1001105,VIA® Instant,1000075,1
1001106,Vegetable Maki,1000006,1
1001107,The Grill,1000054,1
1001108,Extras,1000091,1
1001109,Vietnamese Coffee,1000066,1
1001110,WOW size,1000071,1
1001111,Appetizers,1000101,1
1001112,Wings,1000106,1
1001113,Desserts,1000006,1
1001114,Frozen Entrees,1000014,1
1001115,Greens,1000093,1
1001116,cake slice,1000063,1
1001117,Cupcakes,1000063,1
1001118,cake pops,1000063,1
